SchoolDepartment,CourseTitle,Finish Time,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour,StartTime
Social Impact Eng,ADR Board Recruitment  - Ads,2021-01-29 02:48:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports), Social Media Strategy, Communication Planning/Strategy",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Social Media Strategy",2021-01-25,21:56:00,2021-01-25 21:56:00
Social Impact Engineering,An Ounce of Prevention,2021-02-10 22:36:00,rstillgoe7@seesaa.net,"Website Programming, Social Media Strategy, News Writing and Editing",Mohammed Fassi,"Graphic Design, Public Outreach and Engagement, Social Media Strategy, News and Media Communication, Website Programming",2021-01-26,21:20:00,2021-01-26 21:20:00
Social Impact Engin,Normal Aging vs. Dementia,2021-02-16 19:06:00,rstillgoe7@seesaa.net,"Website Programming, News Writing and Editing, Social Media Strategy, Graphic Design/Marketing (Brochures, Posters, Reports)",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Website Programming, News and Media Communication, Social Media Strategy",2021-01-26,21:21:00,2021-01-26 21:21:00
Social Impact Eng,LTC networking - feb 2021,2021-02-17 19:13:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,Website Programming,2021-01-28,21:10:00,2021-01-28 21:10:00
Social Impact Engin,ADRC E News - Feb 2021,2021-02-18 01:17:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,Website Programming,2021-01-28,21:10:00,2021-01-28 21:10:00
Social Impact Engin,Dotting I's and Crossing T's event,2021-02-18 01:19:00,rstillgoe7@seesaa.net,"Website Programming, News Writing and Editing, Social Media Strategy, Graphic Design/Marketing (Brochures, Posters, Reports)",Mohammed Fassi,No Skill,2021-01-29,02:48:00,2021-01-29 02:48:00
Social Impact Eng,PCHS presentation templates,2021-02-18 22:59:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports)",Mohammed Fassi,"Graphic Design, Presentation Design",2021-02-10,22:36:00,2021-02-10 22:36:00
Social Impact Engineering,Landlord Postcard - RA21,2021-02-22 22:10:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports), Communication Planning/Strategy",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design",2021-02-16,19:06:00,2021-02-16 19:06:00
Social Impact Engin,0-3 child notice form,2021-02-24 01:14:00,rstillgoe7@seesaa.net,Data Collection Tools,Mohammed Fassi,"Proofreading and Quality Assurance, Data Collection Tools",2021-02-17,19:13:00,2021-02-17 19:13:00
Social Impact Eng,2021 Rental Assistance flyers,2021-03-01 21:24:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports)",Mohammed Fassi,"Technical Documentation, Public Outreach and Engagement, Graphic Design",2021-02-18,01:17:00,2021-02-18 01:17:00
Social Impact Eng,Retirement Connection,2021-04-02 17:04:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports), Communication Planning/Strategy",Mohammed Fassi,"Graphic Design, Public Outreach and Engagement",2021-02-18,01:19:00,2021-02-18 01:19:00
Social Impact Engineering,PCHS Virtual Guide,2021-04-02 22:40:00,rstillgoe7@seesaa.net,"Internal and External Communication, Technical Writing",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance",2021-02-18,22:59:00,2021-02-18 22:59:00
Social Impact Eng,ACAC social media posts,2021-05-02 17:24:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports), Communication Planning/Strategy, Social Media Strategy",Mohammed Fassi,"Public Outreach and Engagement, Social Media Strategy, Graphic Design",2021-02-22,22:10:00,2021-02-22 22:10:00
Social Impact Engin,2021 PIT results,2021-05-02 18:57:00,rstillgoe7@seesaa.net,"Communication Planning/Strategy, Graphic Design/Marketing (Brochures, Posters, Reports), Social Media Strategy",Mohammed Fassi,"Graphic Design, Website Programming",2021-02-24,01:14:00,2021-02-24 01:14:00
Social Impact Eng,Unboxed or Boxed,2021-05-02 19:00:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming, Social Media Strategy",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Website Programming",2021-03-01,21:24:00,2021-03-01 21:24:00
Social Impact Engin,LTC flyer update,2021-07-01 17:19:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance",2021-04-02,17:04:00,2021-04-02 17:04:00
Social Impact Engineering,Caregiver Conference website set up,2021-11-01 19:40:00,rstillgoe7@seesaa.net,"Communication Planning/Strategy, Event/Open Houses, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Event Coordination, Website Programming",2021-04-02,22:40:00,2021-04-02 22:40:00
Social Impact Engineering,Recovery Story,Not Finished,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,"Public Outreach and Engagement, Website Programming, Proofreading and Quality Assurance",2021-05-02,17:24:00,2021-05-02 17:24:00
Social Impact Engineering,Social Security Disability,Not Finished,rstillgoe7@seesaa.net,"Event/Open Houses, Social Media Strategy, News Writing and Editing, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Mohammed Fassi,"Public Outreach and Engagement, Proofreading and Quality Assurance, News and Media Communication, Website Programming, Social Media Strategy",2021-05-02,18:57:00,2021-05-02 18:57:00
Social Impact Engin,Senior Scene Advertising,Not Finished,rstillgoe7@seesaa.net,"Communication Planning/Strategy, Graphic Design/Marketing (Brochures, Posters, Reports)",Mohammed Fassi,No Skill,2021-05-02,19:00:00,2021-05-02 19:00:00
Social Impact Engineering,Veterans CARES survey,Not Finished,rstillgoe7@seesaa.net,"Website Programming, Communication Planning/Strategy",Mohammed Fassi,"Survey Design and Data Analysis, Public Outreach and Engagement, Website Programming",2021-07-01,17:19:00,2021-07-01 17:19:00
Social Impact Engineering,Talking to your Doctor - Feb 2021,Not Finished,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Brochures, Posters, Reports), News Writing and Editing, Social Media Strategy, Event/Open Houses",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance, Social Media Strategy",2021-11-01,19:40:00,2021-11-01 19:40:00
Eng Leadership and Strategy,End of the Year Video,2018-01-30 23:43:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,"Writing and Editing, Video Editing and Production, Social Media Strategy",2018-01-03,20:10:00,2018-01-03 20:10:00
Engineering Leadership & Strategy,State of the County - speech,2018-01-30 23:45:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,"Writing and Editing, Proofreading and Quality Assurance, Public Outreach and Engagement",2018-01-30,23:35:00,2018-01-30 23:35:00
Academic Affairs and Staff Dev,Total Compensation,2018-03-06 20:26:00,bwidmoora@alibaba.com,Strategic Planning and Project Management,Nawal Chraibi,"Internal and External Communication, Proofreading and Quality Assurance, Writing and Editing",2018-01-30,23:38:00,2018-01-30 23:38:00
Environmental & Civil Engineering,Foothills Trail opening,2018-03-21 20:19:00,bwidmoora@alibaba.com,Public Relations,Nawal Chraibi,"Public Relations, News and Media Communication, Proofreading and Quality Assurance, Social Media Strategy, Writing and Editing",2018-01-30,23:40:00,2018-01-30 23:40:00
Eng Leadership and Strategy,Public Records Center news release,2018-05-22 23:01:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"Public Relations, Website Programming, Social Media Strategy",2018-01-30,23:41:00,2018-01-30 23:41:00
Environmental and Civil Eng,Parks Branding,2019-05-07 19:59:00,bwidmoora@alibaba.com,Strategic Planning and Project Management,Nawal Chraibi,No Skill,2018-01-30,23:43:00,2018-01-30 23:43:00
Technical Communication & Media,Implement Meltwater media monitoring,2019-05-13 17:50:00,bwidmoora@alibaba.com,Public Relations,Nawal Chraibi,"Public Relations, Website Programming",2018-01-30,23:45:00,2018-01-30 23:45:00
Safety Engineering & Crisis Management,Pierce County communication leaders presenting at international expo,2019-05-13 17:53:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"Proofreading and Quality Assurance, News and Media Communication",2018-03-06,20:26:00,2018-03-06 20:26:00
Eng Leadership and Strategy,"Dammeier outlines 2017 successes, 2018 priorities in State of the County address",2019-05-13 17:54:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"Proofreading and Quality Assurance, News and Media Communication, Website Programming, Writing and Editing",2018-03-21,20:19:00,2018-03-21 20:19:00
Engineering Leadership and Strat,Pierce County leaders announce proposals for family-wage job credits,2019-05-13 17:55:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"Proofreading and Quality Assurance, News and Media Communication",2018-05-22,23:01:00,2018-05-22 23:01:00
Facilities & Maintenance Engineering,Water being tested for discoloration on CCB campus,2019-05-13 17:56:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Proofreading and Quality Assurance,2019-05-07,19:59:00,2019-05-07 19:59:00
Eng Leadership and Strategy,Jan 4 blog,2019-05-13 17:56:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:50:00,2019-05-13 17:50:00
Engineering Leadership and Strat,Jan 11 Blog,2019-05-13 17:57:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:53:00,2019-05-13 17:53:00
Engineering Leadership and Strat,Jan 18 blog,2019-05-13 17:58:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:54:00,2019-05-13 17:54:00
Engineering Leadership & Strategy,Jan 25 blog,2019-05-13 17:59:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:55:00,2019-05-13 17:55:00
Engineering Leadership & Strategy,Feb 8 blog,2019-05-13 18:00:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:56:00,2019-05-13 17:56:00
Engineering Leadership & Strategy,Feb 1 blog,2019-05-13 18:00:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:56:00,2019-05-13 17:56:00
Engineering Leadership & Strategy,Feb 15 blog,2019-05-13 18:01:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:57:00,2019-05-13 17:57:00
Eng Leadership and Strategy,Feb 22 blog,2019-05-13 18:02:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:58:00,2019-05-13 17:58:00
Engineering Leadership and Strat,Mar 1 blog,2019-05-13 18:03:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,17:59:00,2019-05-13 17:59:00
Engineering Leadership and Strat,Mar 15 blog,2019-05-13 18:04:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:00:00,2019-05-13 18:00:00
Eng Leadership and Strategy,Mar 8 blog,2019-05-13 18:05:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:00:00,2019-05-13 18:00:00
Engineering Leadership & Strategy,Mar 22 blog,2019-05-13 18:06:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:01:00,2019-05-13 18:01:00
Eng Leadership and Strategy,Mar 29 blog,2019-05-13 18:07:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:02:00,2019-05-13 18:02:00
Engineering Leadership & Strategy,Apr 5 blog,2019-05-13 18:08:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:03:00,2019-05-13 18:03:00
Engineering Leadership and Strat,Apr 12 blog,2019-05-13 18:08:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:04:00,2019-05-13 18:04:00
Engineering Leadership and Strat,Apr 19 blog,2019-05-13 18:20:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:05:00,2019-05-13 18:05:00
Eng Leadership and Strategy,Apr 26 blog,2019-05-13 18:28:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:06:00,2019-05-13 18:06:00
Engineering Leadership and Strat,May 3 blog,2019-05-13 18:29:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:07:00,2019-05-13 18:07:00
Engineering Leadership & Strategy,May 17 blog,2019-05-13 18:30:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:08:00,2019-05-13 18:08:00
Eng Leadership and Strategy,May 10 blog,2019-05-13 18:36:00,bwidmoora@alibaba.com,Internal and External Communication,Nawal Chraibi,Writing and Editing,2019-05-13,18:08:00,2019-05-13 18:08:00
Accreditation and Academic Standar,Fish Culvert advocacy,2019-05-13 19:26:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,Video Editing and Production,2019-05-13,18:20:00,2019-05-13 18:20:00
Engineering Leadership & Strategy,SOTC 2019 speech,2019-05-13 19:28:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,"Writing and Editing, Event Coordination",2019-05-13,18:28:00,2019-05-13 18:28:00
Engineering Leadership & Strategy,Logistics,2019-05-13 19:30:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Event Coordination,2019-05-13,18:29:00,2019-05-13 18:29:00
Engineering Leadership & Strategy,SOTC livestreaming,2019-05-13 19:31:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,Video Editing and Production,2019-05-13,18:30:00,2019-05-13 18:30:00
Technical Comm and Media,Market the Arts presentation,2019-05-13 19:32:00,bwidmoora@alibaba.com,Technical Writing,Nawal Chraibi,Public Outreach and Engagement,2019-05-13,18:36:00,2019-05-13 18:36:00
Eng Leadership and Strategy,Speech to Parkland Spanaway Kiwanis,2019-05-13 19:34:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,"Public Outreach and Engagement, Writing and Editing",2019-05-13,19:26:00,2019-05-13 19:26:00
Eng Leadership and Strategy,Reactive media statement,2019-05-13 19:35:00,bwidmoora@alibaba.com,Public Relations,Nawal Chraibi,"Public Relations, Social Media Strategy",2019-05-13,19:28:00,2019-05-13 19:28:00
Partnerships & External Collaboration,Landlord Appreciation Video,2019-05-13 19:35:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,"Video Editing and Production, Writing and Editing",2019-05-13,19:30:00,2019-05-13 19:30:00
Academic Affairs and Staff Devel,DEI video,2019-05-13 19:37:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,Video Editing and Production,2019-05-13,19:31:00,2019-05-13 19:31:00
Engineering Leadership & Strategy,Executive vlog - Remann Hall,2019-05-13 19:38:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,"Social Media Strategy, Video Editing and Production",2019-05-13,19:32:00,2019-05-13 19:32:00
Engineering Leadership and Strat,BCRA speech,2019-05-13 19:39:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:34:00,2019-05-13 19:34:00
Engineering Leadership & Strategy,Key Pen Business Group speech,2019-05-13 19:42:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:35:00,2019-05-13 19:35:00
Engineering Leadership & Strategy,Youngest Citizens remarks,2019-05-13 19:43:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:35:00,2019-05-13 19:35:00
Engineering Leadership and Strat,Educational Forum remarks,2019-05-13 19:44:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:37:00,2019-05-13 19:37:00
Engineering Leadership & Strategy,Gig Harbor Super Business Group,2019-05-13 19:47:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:38:00,2019-05-13 19:38:00
Eng Leadership and Strategy,Prayer Breakfast remarks,2019-05-13 19:49:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:39:00,2019-05-13 19:39:00
Environmental and Civil Eng,Edit Annual Report - round 1,2019-05-13 19:51:00,bwidmoora@alibaba.com,Technical Writing,Nawal Chraibi,Proofreading and Quality Assurance,2019-05-13,19:42:00,2019-05-13 19:42:00
Environmental and Civil Eng,Edit Annual Report - round 2,2019-05-13 19:53:00,bwidmoora@alibaba.com,Technical Writing,Nawal Chraibi,Proofreading and Quality Assurance,2019-05-13,19:43:00,2019-05-13 19:43:00
Eng Leadership and Strategy,Workforce JobFest remarks,2019-05-13 19:55:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:44:00,2019-05-13 19:44:00
Environmental & Civil Engineering,Branding,2019-05-13 19:56:00,bwidmoora@alibaba.com,Technical Writing,Nawal Chraibi,Graphic Design,2019-05-13,19:47:00,2019-05-13 19:47:00
Quality Assurance and Risk Manag,2020 Census,2019-05-13 19:57:00,bwidmoora@alibaba.com,Issue and Risk Management,Nawal Chraibi,"Public Outreach and Engagement, Writing and Editing",2019-05-13,19:49:00,2019-05-13 19:49:00
Regulatory Eng,Medical Examiner,2019-05-13 19:59:00,bwidmoora@alibaba.com,Issue and Risk Management,Nawal Chraibi,"Public Relations, Social Media Strategy, Writing and Editing",2019-05-13,19:51:00,2019-05-13 19:51:00
Eng Leadership and Strategy,Executive vlog - Property Room,2019-05-14 19:56:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,Video Editing and Production,2019-05-13,19:53:00,2019-05-13 19:53:00
Eng Leadership and Strategy,Chambers Bay Fact Sheet,2019-05-14 19:57:00,bwidmoora@alibaba.com,Website Programming,Nawal Chraibi,Writing and Editing,2019-05-13,19:55:00,2019-05-13 19:55:00
Engineering Leadership & Strategy,Volunteer Recognition remarks,2019-05-14 20:01:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:56:00,2019-05-13 19:56:00
Engineering Leadership and Strat,King Pierce Farm Bureau,2019-05-14 20:02:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-13,19:57:00,2019-05-13 19:57:00
Tech Communication and Media,Updated media policy,2019-05-14 20:04:00,bwidmoora@alibaba.com,Strategic Planning and Project Management,Nawal Chraibi,Writing and Editing,2019-05-13,19:59:00,2019-05-13 19:59:00
Eng Leadership and Strategy,Groundbreaking for CRC,2019-05-14 20:05:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,"Public Outreach and Engagement, Event Coordination, Social Media Strategy",2019-05-14,19:56:00,2019-05-14 19:56:00
Engineering Leadership and Strat,Washington HS STEM Open House remarks,2019-05-14 20:06:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,19:57:00,2019-05-14 19:57:00
Eng Leadership and Strategy,SOTC invitations - list and distribution,2019-05-14 20:15:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Event Coordination,2019-05-14,20:01:00,2019-05-14 20:01:00
Eng Leadership and Strategy,Opioid Summit remarks,2019-05-14 20:16:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:02:00,2019-05-14 20:02:00
Engineering Leadership and Strat,Asia Pacific New Year Celebration remarks,2019-05-14 20:20:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:04:00,2019-05-14 20:04:00
Eng Leadership and Strategy,Port of Tacoma Lifetime Achievement,2019-05-14 20:21:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:05:00,2019-05-14 20:05:00
Academic Affairs & Staff Development,Jody Fergson,2019-05-14 20:22:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"News and Media Communication, Writing and Editing",2019-05-14,20:06:00,2019-05-14 20:06:00
Engineering Leadership & Strategy,Wellfound Hospital remarks,2019-05-14 20:23:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:15:00,2019-05-14 20:15:00
Engineering Leadership & Strategy,Kiwanis speech,2019-05-14 20:25:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:16:00,2019-05-14 20:16:00
Regulatory Engineering,Boyle v Puyallup,2019-05-14 20:26:00,bwidmoora@alibaba.com,Public Relations,Nawal Chraibi,Public Relations,2019-05-14,20:20:00,2019-05-14 20:20:00
Engineering Leadership & Strategy,South Sound Together remarks,2019-05-14 20:27:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:21:00,2019-05-14 20:21:00
Engineering Leadership and Strat,Puyallup Sumner Chamber Econ Forecast,2019-05-14 20:29:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:22:00,2019-05-14 20:22:00
Engineering Leadership & Strategy,Judge Christopher swearing in,2019-05-14 20:33:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:23:00,2019-05-14 20:23:00
Technical Comm and Media,Jail as a homeless shelter?,2019-05-14 20:34:00,bwidmoora@alibaba.com,Issue and Risk Management,Nawal Chraibi,Public Relations,2019-05-14,20:25:00,2019-05-14 20:25:00
Academic Affairs and Staff Dev,DEI,2019-05-14 20:35:00,bwidmoora@alibaba.com,Video Editing and Production,Nawal Chraibi,Video Editing and Production,2019-05-14,20:26:00,2019-05-14 20:26:00
Industrial & Systems Engineering,InvestPierceCounty,2019-05-14 20:40:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"News and Media Communication, Website Programming, Social Media Strategy, Public Relations",2019-05-14,20:27:00,2019-05-14 20:27:00
Social Impact Eng,Blog,2019-05-15 00:01:00,bwidmoora@alibaba.com,Technical Writing,Nawal Chraibi,Proofreading and Quality Assurance,2019-05-14,20:29:00,2019-05-14 20:29:00
Environmental and Civil Engin,Chambers Bay re-opens,2019-05-15 19:23:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"News and Media Communication, Writing and Editing, Proofreading and Quality Assurance, Social Media Strategy",2019-05-14,20:33:00,2019-05-14 20:33:00
Urban Planning & Public Infrastructure,Community Plans,2019-05-17 21:45:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"Writing and Editing, Proofreading and Quality Assurance",2019-05-14,20:34:00,2019-05-14 20:34:00
Urban Planning and Public Infrastr,Milroy Street Bridge,2019-05-21 21:23:00,bwidmoora@alibaba.com,News Writing and Editing,Nawal Chraibi,"News and Media Communication, Proofreading and Quality Assurance",2019-05-14,20:35:00,2019-05-14 20:35:00
Tech Communication and Media,Market the Arts presentation,2019-05-21 21:28:00,bwidmoora@alibaba.com,Event Management and Logistics,Nawal Chraibi,Writing and Editing,2019-05-14,20:40:00,2019-05-14 20:40:00
Safety Engineering and Crisis Mgmt,Evaluate Nightline filming request,2020-10-12 02:01:00,bwidmoora@alibaba.com,Public Relations,Nawal Chraibi,Public Relations,2019-05-15,00:01:00,2019-05-15 00:01:00
Urban Planning and Public Infrastr,Executive Team bio,Not Finished,bwidmoora@alibaba.com,Website Programming,Nawal Chraibi,"Writing and Editing, Website Programming",2019-05-15,19:23:00,2019-05-15 19:23:00
Urban Planning & Public Infrastructure,Illegal dumping/KIRO inquiry,Not Finished,bwidmoora@alibaba.com,Public Relations,Nawal Chraibi,Public Relations,2019-05-17,21:45:00,2019-05-17 21:45:00
Urban Planning and Public Infra,Bay Lake beavers - Key Pen News,Not Finished,bwidmoora@alibaba.com,Public Relations,Nawal Chraibi,Public Relations,2019-05-21,21:23:00,2019-05-21 21:23:00
Legal and Compliance Engin,5 year research - APPR grant,Not Finished,bwidmoora@alibaba.com,Strategic Planning and Project Management,Nawal Chraibi,"Public Relations, News and Media Communication, Website Programming, Writing and Editing, Video Editing and Production, Social Media Strategy",2019-05-21,21:28:00,2019-05-21 21:28:00
Academic Affairs and Staff Dev,Employee Learning Week top leaners,Not Finished,bwidmoora@alibaba.com,"Internal and External Communication, Website Programming, Graphic Design/Marketing (Brochures, Posters, Reports)",Nawal Chraibi,"Graphic Design, Website Programming, Internal and External Communication",2020-10-12,02:01:00,2020-10-12 02:01:00
Engineering Leadership and Strat,Challenge Coin,2018-04-06 21:07:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,Graphic Design,2017-11-16,18:13:00,2017-11-16 18:13:00
Financial Enginering,P-Card Intranet Page,2018-04-26 22:23:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Graphic Design, Website Programming",2018-01-23,17:18:00,2018-01-23 17:18:00
Technical Communication & Media,Project Tracking Tool,2019-02-20 19:19:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,No Skill,2018-01-24,19:20:00,2018-01-24 19:20:00
Financal Engineering,Spring Healthy Connection Wellness Newsletter,2019-05-10 22:39:00,jbeney8@unesco.org,"Printed Material (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2018-03-20,23:06:00,2018-03-20 23:06:00
Governance & Policy Studies,council civic plus form addition,2019-05-10 22:41:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,No Skill,2018-03-23,19:38:00,2018-03-23 19:38:00
Financal Engineering,2018 Wellness Challenge,2019-05-10 22:42:00,jbeney8@unesco.org,"Printed Material (Posters, Brochures, Reports)",Rachid Khattabi,"Internal and External Communication, Graphic Design, Website Programming",2018-04-06,21:07:00,2018-04-06 21:07:00
Financial Enginering,New email and website addresses for Pierce County starting May 19,2019-05-10 22:46:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,Internal and External Communication,2018-04-26,22:23:00,2018-04-26 22:23:00
Industrial and Systems Eng,Redesign Economic Development website,2019-05-10 22:47:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-02-20,19:19:00,2019-02-20 19:19:00
Regulatory Engineering,Update website with new prosecutor information,2019-05-10 22:56:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,No Skill,2019-05-10,22:39:00,2019-05-10 22:39:00
Legal & Compliance Engineering,Superior Court Annual Report,2019-05-13 15:56:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2019-05-10,22:41:00,2019-05-10 22:41:00
Financal Engineering,Update Budget Website,2019-05-13 15:58:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2019-05-10,22:42:00,2019-05-10 22:42:00
Tech Communication and Media,Tier 2 Department Dashboard,2019-05-13 16:02:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-10,22:46:00,2019-05-10 22:46:00
Security Systems Engineering,Sheriff's Annual Report,2019-05-13 16:04:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2019-05-10,22:47:00,2019-05-10 22:47:00
Social Impact Eng,Online Point in Time Count Survey,2019-05-13 16:05:00,jbeney8@unesco.org,Event Management and Logistics,Rachid Khattabi,"Public Outreach and Engagement, Website Programming",2019-05-10,22:56:00,2019-05-10 22:56:00
